---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 7-1  3.937e+02  [0 1.000e+00 1.158e+00 5.078e-03]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 7-2  4.001e+02  [-24 5.918e-02 6.853e-02 8.481e-02]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 7-3  4.066e+02  [-39 1.014e-02 1.174e-02 4.834e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 7-4  4.130e+02  [-45 5.201e-03 6.024e-03 9.195e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 7-5  4.195e+02  [-46 4.946e-03 5.728e-03 9.431e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 7-6  4.259e+02  [-46 4.834e-03 5.598e-03 9.406e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 7-7  4.324e+02  [-46 4.724e-03 5.471e-03 9.384e-01]  !510 0 78!  WARNING: The linear system solution has not converged
 NS 7-8  4.400e+02  [-46 4.608e-03 5.337e-03 9.387e-01]  !510 0 81!  WARNING: The linear system solution has not converged
 NS 7-9  4.464e+02  [-46 4.483e-03 5.192e-03 9.430e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 7-10  4.528e+02  [-47 4.373e-03 5.065e-03 9.458e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 8-1  4.593e+02  [0 1.000e+00 8.412e-01 4.969e-03]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 8-2  4.658e+02  [-21 8.495e-02 7.146e-02 5.811e-02]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 8-3  4.723e+02  [-37 1.272e-02 1.070e-02 3.830e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 8-4  4.787e+02  [-45 5.236e-03 4.404e-03 9.179e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 8-5  4.851e+02  [-46 4.893e-03 4.116e-03 9.683e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 8-6  4.914e+02  [-46 4.826e-03 4.060e-03 9.670e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 8-7  4.978e+02  [-46 4.765e-03 4.008e-03 9.646e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 8-8  5.043e+02  [-46 4.692e-03 3.947e-03 9.649e-01]  !510 0 79!  WARNING: The linear system solution has not converged
